food_name,calories,protein,fat,carbs,fiber,sugar,meal_type,cat
Moong bean dosa (Pesarattu),286.0,12.3,11.7,31.9,4.0,1.0,common,vegan
Methi thepla,346.2,9.0,15.9,41.3,1.0,8.0,common,vegan
Rice puttu (Ari puttu),82.0,1.3,3.1,11.8,1.0,8.0,common,vegan
Buckwheat pancake (Khura),263.3,2.9,16.4,27.3,1.0,8.0,break-fast,vegan
Quinoa khichdi/khichri,64.0,3.2,1.6,8.8,3.0,1.0,common,vegan
Khakhra chaat,358.7,4.5,30.6,16.6,1.0,8.0,common,vegan
Banana appam,469.8,1.2,42.5,20.1,1.8,10.0,common,vegan
Veg manchurian,585.6,0.9,61.7,6.8,1.0,8.0,common,vegan
Pav bhaji,96.5,2.7,4.3,12.0,1.0,8.0,common,vegan
Rice murukku,594.0,5.4,48.2,33.3,1.0,8.0,common,vegan
Bhel puri,509.9,3.5,47.9,16.5,1.0,8.0,common,vegan
Semolina dhokla (Suji/Rava dhokla),194.9,5.4,5.2,30.9,1.0,8.0,common,vegan
Spicy corn chaat,479.8,4.6,46.6,11.4,1.0,8.0,common,vegan
Jackfruit fritters (Ponsa mulik/Kathal ka pakora),597.8,2.3,54.4,24.0,1.0,8.0,common,vegan
Banana chips (Kele ke chips),665.7,0.4,70.5,7.3,1.8,10.0,common,vegan
Wheat cake,314.6,4.8,15.0,41.1,1.0,8.0,snacks,vegan
Mango cheesecake,152.5,2.4,7.3,20.1,1.8,10.0,snacks,vegan
Carrot cake (Gajar ka cake),255.6,5.6,10.3,36.0,2.5,3.0,snacks,vegan
Semolina cake (Suji/Rava cake),374.1,6.6,25.2,31.3,1.0,8.0,snacks,vegan
Finger millet cake (Ragi cake),279.5,4.0,12.3,38.9,1.0,8.0,snacks,vegan
Honey cake,333.6,3.1,14.7,49.0,1.0,8.0,snacks,vegan
Almond cardamom cake (Badam elaichi cake),356.3,7.2,21.4,34.5,1.0,8.0,snacks,vegan
Tutti frutti cake,347.7,4.5,12.7,52.9,1.0,8.0,snacks,vegan
Ham and Bean soup,96.0,10.6,4.2,4.2,1.0,8.0,common,vegan
Whey soup,68.9,3.5,3.3,6.3,1.0,8.0,common,vegan
Bottle gourd soup (Ghiya/Lauki soup),23.0,0.5,1.8,1.2,2.5,3.0,common,vegan
Baked potato soup,147.1,5.7,11.2,5.9,1.0,8.0,common,vegan
Pumpkin soup,40.0,0.5,3.2,2.1,2.5,3.0,common,vegan
Sweet corn soup,32.2,1.0,1.6,3.6,1.0,8.0,common,vegan
Paneer soup,47.9,3.2,2.8,2.4,0.0,5.0,common,vegan
Curried Cauliflower soup,37.3,6.7,9.8,3.1,1.0,8.0,common,vegan
Millet soup,56.0,11.3,12.6,8.2,1.0,8.0,common,vegan
Lemon coriander soup,108.1,2.3,6.3,10.3,1.0,8.0,common,vegan
Garlic soup,194.9,2.4,17.6,7.0,1.0,8.0,common,vegan
Dal makhani,74.0,3.3,3.1,8.0,4.0,1.0,common,vegan
Dalma,118.9,4.9,4.6,15.0,4.0,1.0,common,vegan
Split bengal gram dal (Channa dal),99.7,4.2,4.6,10.0,4.0,1.0,common,vegan
Horsegram dal (Kulthi dal),55.6,2.9,1.1,8.2,4.0,1.0,common,vegan
Panchmel dal,111.2,4.6,5.4,10.7,4.0,1.0,common,vegan
Dal dhokli,68.7,3.0,2.5,8.5,4.0,1.0,common,vegan
Gujarati handvo,207.1,8.2,4.8,31.9,1.0,8.0,common,vegan
Sev (Omapodi/Karapusa),609.1,5.1,60.1,12.9,1.0,8.0,common,vegan
Papdi,709.0,1.8,72.1,12.9,1.0,8.0,common,vegan
Jowar dosa,294.3,8.5,10.3,40.5,1.0,8.0,common,vegan
Bread roll,435.5,2.9,40.2,16.1,3.0,1.0,common,vegan
Soya seekh kebab,115.0,5.4,5.9,10.0,1.0,8.0,common,vegan
Classic seasoned black beans,28.8,8.0,8.3,7.7,0.2,5.0,common,vegan
Maa chaane ki dal,344.7,19.8,9.5,43.1,4.0,1.0,common,vegan
Garlic chickpea soup (Lahasun aur chane ka shoraba),89.5,4.4,2.0,13.9,1.0,8.0,common,vegan
White sauce (thin),115.2,3.3,8.4,6.6,0.5,10.0,common,vegan
White sauce (medium),151.3,3.4,11.8,8.0,0.5,10.0,common,vegan
White sauce (thick),209.7,3.4,17.2,10.2,0.5,10.0,common,vegan
Cheese sauce,194.8,7.7,15.1,7.1,0.0,5.0,common,vegan
Egg sauce,146.9,6.0,11.1,5.9,0.0,0.0,break-fast,vegan
Mushroom sauce,137.6,3.4,10.5,7.3,0.5,10.0,common,vegan
Mustard sauce,158.6,4.0,12.2,8.3,0.5,10.0,common,vegan
Brown sauce,109.2,11.9,23.7,5.4,0.5,10.0,common,vegan
Classic italian pasta,42.1,0.6,2.5,4.4,0.2,5.0,common,vegan
Pasta spinach sauce,85.5,1.8,7.9,1.8,2.5,3.0,common,vegan
Pasta cheese sauce,149.3,4.3,10.8,9.0,0.0,5.0,common,vegan
Mayonnaise,774.9,1.9,84.5,1.6,1.0,8.0,common,vegan
Low calorie quick mayonnaise,242.9,1.4,24.4,4.7,1.0,8.0,common,vegan
Thousand island dressing,407.9,1.4,42.9,4.5,1.0,8.0,common,vegan
Curd dip,80.0,5.0,3.4,7.9,0.0,5.0,common,vegan
Short crust pastry,422.1,6.1,24.0,44.7,1.0,8.0,common,vegan
Choux pastry,222.4,5.6,15.0,16.2,1.0,8.0,common,vegan
Flaky pastry,443.9,4.7,32.0,33.6,1.0,8.0,common,vegan
Sponge cake,253.8,9.2,4.7,44.6,1.0,8.0,snacks,vegan
Glace icing,323.5,0.0,0.0,86.3,1.0,8.0,common,vegan
Royal icing,332.6,1.7,0.0,86.5,1.0,8.0,common,vegan
American frosting,257.6,1.1,0.0,67.5,1.0,8.0,common,vegan
Gum icing,223.1,5.9,0.0,53.2,1.0,8.0,common,vegan
Channa murmura premix,339.1,10.6,3.3,72.6,1.0,8.0,common,vegan
Cracked wheat and green gram dal premix (Dalia moong dal premix),362.2,15.9,5.1,64.7,4.0,1.0,common,vegan
Rice flakes and roasted channa,333.4,10.6,2.9,71.9,3.0,1.0,common,vegan
Spinach soup in milk,56.7,2.9,3.2,4.0,2.5,3.0,common,vegan
Vegetable soup,55.2,2.2,1.6,7.6,1.0,8.0,common,vegan
Mashed banana with milk,95.4,2.5,3.0,14.6,1.8,10.0,common,vegan
Poha with curd (Poha aur dahi),173.3,6.0,4.7,26.7,0.0,5.0,common,vegan
Potato with curd,73.2,3.2,1.3,12.0,0.0,5.0,common,vegan
Sweet wheat porridge (Sweet dalia),140.7,5.1,2.8,23.8,3.0,1.0,common,vegan
Vegetable khichdi/khichri,143.2,5.6,4.5,19.6,3.0,1.0,common,vegan
Moong dal mixture,158.8,4.6,1.0,33.9,4.0,1.0,common,vegan
Cracked wheat khichri/khichdi (Dalia khichri/khichdi),167.5,7.6,5.5,22.3,3.0,1.0,common,vegan
Stewed apple,91.9,0.2,0.4,22.5,1.8,10.0,common,vegan
Lemon squash (Nimbu ka squash),184.6,0.2,0.1,48.9,0.2,5.0,common,vegan
Orange squash (Santre ka squash),193.3,0.2,0.0,50.9,0.2,5.0,common,vegan
Lichi squash,198.3,0.3,0.1,52.0,0.2,5.0,common,vegan
Mango squash (Aam ka squash),194.7,0.2,0.2,51.0,0.2,5.0,common,vegan
Pineapple squash (Ananas ka squash),195.0,0.2,0.0,51.3,0.2,5.0,common,vegan
Lemon and ginger squash (Nimbu aur adrak ka squash),170.3,0.5,0.2,44.1,0.2,5.0,common,vegan
Apple jam (Seb ka murabba),188.8,0.1,0.3,48.6,1.8,10.0,common,vegan
Plum jam (Aloo bukhara jam),178.9,0.3,0.2,46.2,1.8,10.0,common,vegan
Pineapple jam,149.2,0.3,0.2,38.3,1.8,10.0,common,vegan
Guava jelly (Amrood ki jelly),115.7,1.1,0.2,28.2,1.8,10.0,common,vegan
Orange marmalade (Santray ka murabba),104.2,0.7,0.1,25.9,1.8,10.0,common,vegan
Carrot murabba (Gajar ka murabba),175.2,0.3,0.2,45.6,2.5,3.0,common,vegan
Gooseberry marmalade (Amla murabba),123.2,0.1,0.0,32.3,1.0,8.0,common,vegan
Ginger candy (Adrak ki candy),195.7,0.7,0.3,50.4,1.0,8.0,snacks,vegan
Mango pickle (Aam ka achaar),192.1,1.6,17.9,8.1,1.8,10.0,common,vegan
Mixed vegetable pickle (Sabziyoon ka achaar),211.2,1.9,19.7,7.5,5.0,0.5,common,vegan
Sweet lemon pickle (Neembu ka meetha achaar),69.5,1.2,0.2,16.9,5.0,0.5,common,vegan
Plum chutney (Aloo bukhara ki chutney),177.1,0.5,0.3,45.0,1.8,10.0,common,vegan
Raw mango chutney (Kachhe aam/Kairi ki chutney),193.1,0.5,0.2,49.9,1.8,10.0,common,vegan
Tomato sauce,34.3,0.8,0.3,7.2,2.5,3.0,common,vegan
Tomato puree,20.6,0.8,0.2,3.7,2.5,3.0,common,vegan
Garam masala,254.2,9.9,11.0,26.2,5.0,0.5,common,vegan
Chat masala,222.6,8.2,9.9,23.9,5.0,0.5,common,vegan
Kashmiri masala,389.0,8.3,31.0,23.2,5.0,0.5,common,vegan
Rasam powder (Rasam masala),268.0,12.0,11.8,25.2,5.0,0.5,common,vegan
Sambar powder (Sambar masala),297.5,12.5,15.6,23.4,5.0,0.5,common,vegan
Tartare sauce,610.9,1.4,66.1,3.0,0.5,10.0,common,vegan
Barbeque sauce,121.9,1.0,4.5,20.5,0.5,10.0,common,vegan
Bread sauce,111.0,3.5,7.1,8.7,3.0,1.0,common,vegan
Green chilli sauce,46.1,1.2,0.3,7.4,0.5,10.0,common,vegan
Home made plain noodles,238.8,6.2,3.6,44.5,3.0,1.0,common,vegan
Dal moong,43.7,2.2,1.6,4.9,4.0,1.0,common,vegan
Cumin seeds baghar (Jeera baghar/tadka),736.8,3.3,78.8,5.2,5.0,0.5,common,vegan
Onion tomato baghar (Pyaaz tamatar ka tadka),137.5,1.3,12.0,6.2,2.5,3.0,common,vegan
Mustard seeds baghar (Mustard seed tadka),552.6,4.7,54.3,10.4,5.0,0.5,common,vegan
Hot cherry sauce,252.7,0.1,0.1,67.9,0.5,10.0,common,vegan
Apple jelly (Seb ki jelly),152.1,0.1,0.2,39.4,1.8,10.0,common,vegan
Marmalade (Murabba),143.8,0.2,0.0,37.6,1.0,8.0,common,vegan
Plum squash (Aloo bukhara squash),211.2,0.2,0.1,55.5,0.2,5.0,common,vegan
Lemon green chilli pickle (Nimboo aur hari mirch ka achaar),14.1,0.9,0.2,2.1,5.0,0.5,common,vegan
Brinjal pickle (Baingan ka achaar),139.0,2.2,13.0,4.2,2.5,3.0,common,vegan
Sweet and sour tomato pickle (Khatta meetha tamatar ka achaar),60.9,1.3,3.2,6.6,2.5,3.0,common,vegan
Jhatpat achar with carrot (Jhatpat achaar gajar ke saath),91.2,2.0,6.5,6.3,2.5,3.0,common,vegan
Tomato chutney (Tamatar ki chutney),176.1,1.0,6.0,31.8,2.5,3.0,common,vegan
Tomato ketchup,33.1,0.9,0.3,6.5,2.5,3.0,common,vegan
Bengal 5 Spice Blend (Panch Phoran),289.8,18.3,22.2,20.0,5.0,0.5,common,vegan
Mouse Nuts Roots (Alaska Native),81.0,3.0,0.0,16.0,1.0,6.0,snacks,vegan
Dried Figs,249.0,3.0,0.0,63.0,9.0,47.0,lunch,vegan
Flan,177.0,5.0,4.0,29.0,0.0,28.0,lunch,vegan
Mushrooms Shiitake Cooked With Salt,56.0,1.0,0.0,14.0,2.0,3.0,lunch,vegan
Beans String Green Cooked From Frozen Fat Added In Cooking Ns As To Type Of Fat,48.0,1.0,2.0,6.0,2.0,1.0,lunch,vegan
Seasoning Mix Dry Chili Original,335.0,10.0,7.0,56.0,10.0,8.0,lunch,vegan
Crumpet Toasted,217.0,8.0,6.0,31.0,1.0,3.0,break-fast,vegan
Ns As To Type Cooked Ns As To Cooking Method,166.0,22.0,8.0,0.0,0.0,0.0,lunch,vegan
Cabbage,25.0,1.0,0.0,5.0,2.0,3.0,lunch,vegan
Garlic Sauce,108.0,3.0,7.0,7.0,0.0,1.0,lunch,vegan
Corn Cakes Very Low Sodium,387.0,8.0,2.0,83.0,1.0,6.0,snacks,vegan
Beans Shellie Canned Solids And Liquids,30.0,1.0,0.0,6.0,3.0,0.0,lunch,vegan
Green Bell Peppers,20.0,0.0,0.0,4.0,1.0,2.0,lunch,vegan
Shark Baked Or Broiled Fat Not Added In Cooking,164.0,26.0,5.0,0.0,0.0,0.0,lunch,vegan
Burdock Cooked Fat Not Added In Cooking,87.0,2.0,0.0,20.0,1.0,3.0,lunch,vegan
Cookies Chocolate Chip Commercially Prepared Regular Higher Fat Unenriched,481.0,5.0,22.0,66.0,2.0,6.0,snacks,vegan
Beans String Green Cooked From Canned Fat Added In Cooking Ns As To Type Of Fat,40.0,1.0,2.0,4.0,1.0,1.0,lunch,vegan
Mori-Nu Tofu Silken Lite Extra Firm,38.0,7.0,0.0,1.0,0.0,0.0,lunch,vegan
Pasta Cooked,157.0,5.0,0.0,30.0,1.0,0.0,lunch,vegan
Funnel Cake With Sugar,349.0,7.0,16.0,43.0,1.0,16.0,snacks,vegan
Sweet Potato Cooked Boiled Without Skin With Salt,76.0,1.0,0.0,17.0,2.0,5.0,snacks,vegan
Hot Chocolate / Cocoa Ready To Drink,91.0,2.0,1.0,16.0,0.0,15.0,snacks,vegan
Doughnuts French Crullers Glazed,412.0,3.0,18.0,59.0,1.0,35.0,snacks,vegan
Waffle Plain Reduced Fat,338.0,8.0,14.0,42.0,2.0,8.0,break-fast,vegan
Plum Pickled,123.0,0.0,0.0,30.0,1.0,29.0,lunch,vegan
Alcoholic Beverage Pina Colada Prepared-From-Recipe,174.0,0.0,1.0,22.0,0.0,22.0,lunch,vegan
Cress Cooked From Canned Made With Margarine,40.0,1.0,2.0,3.0,0.0,2.0,lunch,vegan
Mango Pickled,132.0,0.0,0.0,32.0,1.0,31.0,lunch,vegan
Arrowhead Cooked Boiled Drained Without Salt,78.0,4.0,0.0,16.0,1.0,6.0,lunch,vegan
Reeses Bites,521.0,11.0,29.0,55.0,3.0,48.0,lunch,vegan
Babyfood Cereal Mixed Dry Fortified,399.0,6.0,6.0,78.0,6.0,26.0,break-fast,vegan
Laver Seaweed,35.0,5.0,0.0,5.0,0.0,0.0,lunch,vegan
Celery Cooked Ns As To Fat Added In Cooking,37.0,0.0,2.0,3.0,1.0,2.0,lunch,vegan
Muffin English Wheat Or Cracked Wheat With Raisins,230.0,8.0,1.0,47.0,4.0,6.0,break-fast,vegan
Carrots Frozen Cooked Boiled Drained Without Salt,37.0,0.0,0.0,7.0,3.0,4.0,lunch,vegan
Babyfood Juice Orange And Apple,43.0,0.0,0.0,10.0,1.0,6.0,lunch,vegan
Squash Summer Yellow Or Green Cooked From Fresh Fat Not Added In Cooking,20.0,0.0,0.0,4.0,1.0,2.0,lunch,vegan
Cookies Chocolate Chip Commercially Prepared Special Dietary,450.0,3.0,16.0,73.0,1.0,39.0,snacks,vegan
Pie Plum Two Crust,292.0,2.0,13.0,40.0,1.0,19.0,snacks,vegan
Mustard Greens Cooked From Frozen Fat Added In Cooking Ns As To Type Of Fat,38.0,2.0,2.0,3.0,2.0,0.0,lunch,vegan
Infant Formula Abbott Nutrition Similac Go And Grow Powder With Ara And Dha,512.0,15.0,27.0,52.0,0.0,52.0,lunch,vegan
Coconut Water Sweetened,38.0,0.0,0.0,8.0,1.0,7.0,snacks,vegan
Babyfood Fruit Bananas With Tapioca Junior,67.0,0.0,0.0,17.0,1.0,7.0,lunch,vegan
Mangosteen Canned Syrup Pack,73.0,0.0,0.0,17.0,1.0,6.0,snacks,vegan
Carp Smoked,198.0,27.0,8.0,0.0,0.0,0.0,lunch,vegan
Peanut Bar,522.0,15.0,33.0,47.0,4.0,42.0,snacks,vegan
Potato Skins Nfs,198.0,5.0,12.0,16.0,1.0,1.0,lunch,vegan
Chili Powder,282.0,13.0,14.0,49.0,34.0,7.0,lunch,vegan
Granola Bar Fruit-Filled Nonfat,342.0,5.0,0.0,77.0,7.0,45.0,break-fast,vegan
Mixed  Cooked From Canned Fat Not Added In Cooking,49.0,2.0,0.0,9.0,3.0,2.0,lunch,vegan
Jumbo Olives,81.0,0.0,6.0,5.0,2.0,0.0,lunch,vegan
Tortilla Chips Reduced Sodium,489.0,9.0,19.0,68.0,4.0,0.0,snacks,vegan
Marshmallow Chocolate Covered,375.0,2.0,10.0,75.0,1.0,55.0,snacks,vegan
Burger King Hash Brown Rounds,302.0,2.0,19.0,29.0,2.0,0.0,lunch,vegan
Dennys French Fries,282.0,3.0,14.0,35.0,3.0,0.0,lunch,vegan
Fruit Cocktail (Peach And Pineapple And Pear And Grape And Cherry) Canned Extra Light Syrup Solids And Liquids,45.0,0.0,0.0,11.0,1.0,6.0,snacks,vegan
Rice Brown With Vegetables Soy-Based Sauce Fat Added In Cooking,105.0,2.0,1.0,19.0,1.0,1.0,lunch,vegan
Broccoli Raab Cooked Made With Oil,55.0,3.0,3.0,3.0,2.0,0.0,lunch,vegan
Restaurant Latino Arroz Con Habichuelas Colorados (Rice And Red Beans),142.0,3.0,3.0,23.0,2.0,0.0,lunch,vegan
Christophine Cooked Fat Added In Cooking,42.0,0.0,2.0,4.0,2.0,1.0,lunch,vegan
Sweet Potato Baked Peel Not Eaten Ns As To Fat Added In Cooking,122.0,1.0,4.0,19.0,3.0,6.0,snacks,vegan
Peas Cowpeas Field Peas Or Blackeye Peas Not Dried Cooked Ns As To Form Fat Not Added In Cooking,131.0,8.0,0.0,23.0,6.0,4.0,lunch,vegan
Pears Canned In Syrup,97.0,0.0,0.0,25.0,1.0,6.0,snacks,vegan
Corn Yellow And White Cooked Ns As To Form Made With Oil,102.0,2.0,3.0,18.0,2.0,2.0,lunch,vegan
Cooked Artichokes (Globe Or French),45.0,3.0,0.0,9.0,4.0,0.0,lunch,vegan
Tea Instant Unsweetened Powder,315.0,20.0,0.0,58.0,8.0,5.0,snacks,vegan
Syrups Table Blends Corn Refiner And Sugar,319.0,0.0,0.0,83.0,0.0,6.0,snacks,vegan
Leavening Agents Baking Powder Double-Acting Straight Phosphate,51.0,0.0,0.0,24.0,0.0,0.0,lunch,vegan
Asparagus Cooked Boiled Drained With Salt,22.0,2.0,0.0,4.0,2.0,1.0,lunch,vegan
Bread Potato Toasted,292.0,13.0,3.0,51.0,6.0,10.0,break-fast,vegan
Fava Beans Dry Cooked Fat Added In Cooking,167.0,7.0,7.0,18.0,5.0,1.0,lunch,vegan
Baked Acorn Squash,56.0,1.0,0.0,14.0,4.0,6.0,lunch,vegan
Apricots Canned Extra Light Syrup Pack With Skin Solids And Liquids,49.0,0.0,0.0,12.0,1.0,6.0,snacks,vegan
Infant Formula Nestle Good Start Soy With Dha And Ara Liquid Concentrate,132.0,3.0,6.0,14.0,0.0,11.0,lunch,vegan
Babyfood Cookies Arrowroot,424.0,7.0,10.0,75.0,0.0,6.0,snacks,vegan
Oatmeal Instant Fruit Flavored Fat Added In Cooking,112.0,2.0,3.0,19.0,1.0,8.0,break-fast,vegan
Margarine-Like Vegetable Oil Spread 60% Fat Stick With Salt,537.0,0.0,60.0,0.0,0.0,0.0,lunch,vegan
Cake Sponge Prepared From Recipe,297.0,7.0,4.0,57.0,1.0,6.0,snacks,vegan
Figs Canned Heavy Syrup Pack Solids And Liquids,88.0,0.0,0.0,22.0,2.0,20.0,snacks,vegan
Arrowhead Raw,99.0,5.0,0.0,20.0,1.0,6.0,lunch,vegan
Ravioli Ns As To Filling With Tomato Sauce,139.0,7.0,5.0,14.0,0.0,1.0,lunch,vegan
Potato Home Fries Nfs,195.0,1.0,13.0,18.0,1.0,1.0,lunch,vegan
Potato Chips Plain Made With Partially Hydrogenated Soybean Oil Unsalted,536.0,7.0,34.0,52.0,4.0,6.0,snacks,vegan
Cassava With Creole Sauce Puerto Rican Style,132.0,1.0,3.0,24.0,1.0,2.0,lunch,vegan
Rice Brown With Dark Green Vegetables And Tomatoes And/or Tomato-Based Sauce Ns As To Fat Added In Cooking,111.0,2.0,2.0,19.0,1.0,0.0,lunch,vegan
Bagels Plain Unenriched With Calcium Propionate (Includes Onion Poppy Sesame),275.0,10.0,1.0,53.0,2.0,6.0,break-fast,vegan
Beans String Cooked From Frozen Ns As To Color Ns As To Fat Added In Cooking,48.0,1.0,2.0,6.0,2.0,1.0,lunch,vegan
Tamale Sweet With Fruit,200.0,1.0,8.0,31.0,2.0,15.0,snacks,vegan
Pasta Fresh-Refrigerated Plain Cooked,131.0,5.0,1.0,24.0,1.0,6.0,lunch,vegan
Potatoes Hash Brown Frozen Plain Unprepared,82.0,2.0,0.0,17.0,1.0,6.0,lunch,vegan
New Zealand Spinach Cooked Boiled Drained With Salt,12.0,1.0,0.0,2.0,1.0,0.0,lunch,vegan
M&m Mars 3 Musketeers Truffle Crisp,538.0,6.0,28.0,63.0,0.0,57.0,lunch,vegan
Blackberries Canned Heavy Syrup Solids And Liquids,92.0,1.0,0.0,23.0,3.0,19.0,snacks,vegan
Bread Reduced-Calorie White,207.0,8.0,2.0,44.0,9.0,4.0,lunch,vegan
Rice White With Peas And Carrots Fat Not Added In Cooking,109.0,2.0,0.0,23.0,1.0,1.0,lunch,vegan
Paella Nfs,167.0,9.0,7.0,15.0,0.0,0.0,lunch,vegan
Mars Snackfood Us Skittles Wild Berry Bite Size,402.0,0.0,4.0,90.0,0.0,75.0,snacks,vegan
Corn Cooked From Frozen Ns As To Color Made With Margarine,93.0,2.0,2.0,18.0,2.0,2.0,lunch,vegan
Bread Reduced-Calorie Rye,203.0,9.0,2.0,40.0,12.0,2.0,lunch,vegan
Infant Formula Ns As To Form (Enfamil Enfagrow Toddler Transitions),117.0,3.0,6.0,13.0,0.0,12.0,lunch,vegan
Ns As To Type Coated Baked Or Broiled Made Without Fat,176.0,20.0,4.0,13.0,0.0,1.0,lunch,vegan
Bread Vegetable,259.0,8.0,3.0,48.0,2.0,4.0,lunch,vegan
Pink Beans Canned Drained Fat Added In Cooking,200.0,8.0,7.0,25.0,4.0,0.0,lunch,vegan
Infant Formula Powder Made With Water NFS (Enfamil Enfacare),71.0,2.0,3.0,7.0,0.0,7.0,lunch,vegan
Edamame Frozen Unprepared,109.0,11.0,4.0,7.0,4.0,2.0,lunch,vegan
Alcoholic Beverage Beer Light Low Carb,27.0,0.0,0.0,0.0,0.0,0.0,lunch,vegan
Sweet Potato Boiled Fat Not Added In Cooking,76.0,1.0,0.0,17.0,2.0,5.0,snacks,vegan
Broccoli Raab Cooked Made With Margarine,46.0,3.0,2.0,3.0,2.0,0.0,lunch,vegan
Rice Brown With Dark Green Vegetables And Tomatoes And/or Tomato-Based Sauce Fat Not Added In Cooking,97.0,2.0,0.0,20.0,1.0,0.0,lunch,vegan
Quaker Instant Oatmeal Cinnamon Spice Reduced Sugar,358.0,11.0,6.0,69.0,8.0,11.0,break-fast,vegan
Cereal (Kellogg's Corn Flakes),357.0,7.0,0.0,84.0,3.0,9.0,break-fast,vegan
Puddings Lemon Dry Mix Regular,363.0,0.0,0.0,91.0,0.0,6.0,snacks,vegan
Mixed  Cooked From Canned Made With Oil,72.0,2.0,2.0,8.0,2.0,2.0,lunch,vegan
Sweet Chocolate,507.0,3.0,34.0,60.0,5.0,51.0,snacks,vegan
Greens Cooked From Canned Made With Oil,52.0,1.0,3.0,5.0,3.0,0.0,lunch,vegan
Asparagus Cooked From Frozen Made With Oil,39.0,2.0,2.0,1.0,1.0,0.0,lunch,vegan
Apple Baked Ns As To Added Sweetener,95.0,0.0,0.0,24.0,2.0,21.0,snacks,vegan
Frostings Coconut-Nut Ready-To-Eat,433.0,1.0,24.0,52.0,2.0,40.0,snacks,vegan
Babyfood Juice Prune And Orange,70.0,0.0,0.0,16.0,1.0,6.0,lunch,vegan
Soy Protein Isolate Potassium Type,321.0,88.0,0.0,2.0,0.0,0.0,lunch,vegan
Hot Sauce,11.0,0.0,0.0,1.0,0.0,1.0,lunch,vegan
Peanuts Spanish Oil-Roasted Without Salt,579.0,28.0,49.0,17.0,8.0,6.0,snacks,vegan
Mixed Frozen Unprepared,72.0,3.0,0.0,13.0,4.0,6.0,lunch,vegan
Pie Blackberry Individual Size Or Tart,284.0,3.0,14.0,36.0,3.0,15.0,snacks,vegan
Fuyu Persimmon,70.0,0.0,0.0,18.0,3.0,12.0,lunch,vegan
Beans String Yellow Cooked Ns As To Form Ns As To Fat Added In Cooking,48.0,1.0,2.0,6.0,2.0,1.0,lunch,vegan
Beans Snap Green Frozen Cooked Boiled Drained With Salt,28.0,1.0,0.0,6.0,3.0,1.0,lunch,vegan
Rice With Onions Puerto Rican Style,173.0,3.0,9.0,18.0,1.0,2.0,lunch,vegan
Baked Red Potatoes,87.0,2.0,0.0,19.0,1.0,1.0,lunch,vegan
Infant Formula Mead Johnson Enfamil For Supplementing Ready To Feed With Ara And Dha,68.0,1.0,3.0,7.0,1.0,1.0,lunch,vegan
Cabbage Chinese (Pak-Choi) Cooked Boiled Drained With Salt,12.0,1.0,0.0,1.0,1.0,0.0,lunch,vegan
Quinoa Uncooked,368.0,14.0,6.0,64.0,7.0,6.0,lunch,vegan
Cake Snack Cakes Creme-Filled Chocolate With Frosting,399.0,3.0,15.0,60.0,3.0,37.0,snacks,vegan
Marshmallow Coconut-Coated,332.0,2.0,5.0,72.0,0.0,52.0,snacks,vegan
Artichoke Cooked From Fresh Ns As To Fat Added In Cooking,69.0,2.0,2.0,11.0,5.0,0.0,lunch,vegan
Sopa De Tortilla Mexican Style Tortilla Soup Home Recipe,117.0,4.0,7.0,7.0,0.0,2.0,lunch,vegan
Sweet Potato Canned Ns As To Fat Added In Cooking,123.0,1.0,4.0,20.0,1.0,4.0,snacks,vegan
Bison Ground Grass-Fed Raw,146.0,20.0,7.0,0.0,0.0,0.0,lunch,vegan
Seeds Sunflower Seed Kernels Toasted With Salt Added,619.0,17.0,56.0,20.0,11.0,6.0,break-fast,vegan
Cereal (General Mills Cheerios Multigrain),370.0,8.0,4.0,81.0,8.0,21.0,break-fast,vegan
Carrots Cooked From Frozen Fat Added In Cooking Ns As To Type Of Fat,56.0,0.0,2.0,7.0,3.0,3.0,lunch,vegan
Cabbage Savoy Cooked Made With Oil,56.0,2.0,3.0,6.0,3.0,2.0,lunch,vegan
Bread Pita With Fruit,279.0,8.0,1.0,59.0,2.0,9.0,lunch,vegan
Chickpeas Canned Drained Made With Oil,198.0,7.0,10.0,20.0,6.0,4.0,lunch,vegan
Perch Coated Baked Or Broiled Made With Oil,202.0,20.0,7.0,12.0,0.0,1.0,lunch,vegan
Sun-Dried Hot Chile Peppers,324.0,10.0,5.0,69.0,28.0,41.0,lunch,vegan
Onions Young Green Tops Only,27.0,0.0,0.0,5.0,1.0,3.0,lunch,vegan
Mushrooms Portobellos Grilled,29.0,3.0,0.0,4.0,2.0,2.0,lunch,vegan
Vitasoy Usa Organic Nasoya Sprouted Tofu Plus Super Firm,115.0,13.0,5.0,2.0,1.0,1.0,lunch,vegan
Ling Cooked Dry Heat,111.0,24.0,0.0,0.0,0.0,6.0,lunch,vegan
Oatmeal Regular Or Quick Made With Water Ns As To Fat Added In Cooking,76.0,2.0,2.0,11.0,1.0,0.0,break-fast,vegan
Frozen Novelties No Sugar Added Fudgsicle Pops,124.0,3.0,1.0,23.0,1.0,5.0,lunch,vegan
Pasta With Tomato-Based Sauce And Seafood Restaurant,165.0,5.0,8.0,17.0,1.0,2.0,lunch,vegan
Pigeon Peas (Red Gram) Mature Seeds Cooked Boiled With Salt,121.0,6.0,0.0,23.0,6.0,6.0,lunch,vegan
Cake Or Cupcake Carrot With Icing Or Filling,428.0,4.0,26.0,45.0,1.0,34.0,snacks,vegan
