food_name,calories,protein,fat,carbs,fiber,sugar,meal_type,cat
Quaker Weight Control Instant Oatmeal Maple And Brown Sugar,361.0,16.0,6.0,64.0,13.0,1.0,break-fast,vegan
Cookie Lemon Bar,432.0,5.0,18.0,62.0,0.0,42.0,snacks,vegan
Infant Formula Powder Made With Water NFS (Store Brand),66.0,1.0,3.0,7.0,0.0,7.0,lunch,vegan
Peas And Mushrooms Cooked Fat Added In Cooking Ns As To Type Of Fat,82.0,4.0,2.0,11.0,3.0,3.0,lunch,vegan
Boiled Soybeans (Edamame),172.0,18.0,8.0,8.0,6.0,3.0,lunch,vegan
Orange-Flavor Drink Breakfast Type With Pulp Frozen Concentrate Prepared With Water,49.0,0.0,0.0,12.0,0.0,11.0,break-fast,vegan
Pancakes With Chocolate From Frozen,248.0,5.0,7.0,38.0,1.0,10.0,break-fast,vegan
Beans String Green Canned Low Sodium Made With Margarine,37.0,1.0,2.0,4.0,1.0,0.0,lunch,vegan
Hard Sauce,456.0,0.0,24.0,62.0,0.0,61.0,lunch,vegan
Red Leaf Lettuce,13.0,1.0,0.0,2.0,0.0,0.0,lunch,vegan
Fun Fruits Creme Supremes,475.0,3.0,21.0,69.0,0.0,55.0,lunch,vegan
Pea Salad,179.0,3.0,14.0,10.0,2.0,5.0,lunch,vegan
Cooked Lima Beans,123.0,6.0,0.0,23.0,5.0,1.0,lunch,vegan
Tomato And Corn Cooked Ns As To Fat Added In Cooking,50.0,1.0,2.0,7.0,1.0,3.0,lunch,vegan
Mint Julep,186.0,0.0,0.0,5.0,0.0,5.0,lunch,vegan
Trail Mix With Pretzels Cereal Or Granola,473.0,13.0,27.0,50.0,6.0,18.0,break-fast,vegan
Black Brown Or Bayo Beans Canned Drained Fat Added In Cooking Ns As To Type Of Fat,187.0,8.0,7.0,22.0,9.0,0.0,lunch,vegan
Dried Spirulina Seaweed,290.0,57.0,7.0,23.0,3.0,3.0,lunch,vegan
Whole Wheat Pita,262.0,9.0,1.0,55.0,6.0,2.0,lunch,vegan
Cookie Brownie With Icing Or Filling,401.0,2.0,16.0,63.0,1.0,47.0,snacks,vegan
Dry Roasted Sunflower Seeds (With Salt),546.0,19.0,49.0,15.0,9.0,2.0,lunch,vegan
Cake Pudding-Type Yellow Dry Mix,423.0,4.0,9.0,80.0,0.0,44.0,snacks,vegan
Adzuki Beans,128.0,7.0,0.0,24.0,7.0,6.0,lunch,vegan
Cake Sponge Commercially Prepared,290.0,5.0,2.0,61.0,0.0,36.0,snacks,vegan
Sweet Potato Frozen Cooked Baked Without Salt,100.0,1.0,0.0,23.0,1.0,9.0,snacks,vegan
Pumpkin Cooked From Fresh Made With Oil,36.0,0.0,1.0,4.0,1.0,2.0,lunch,vegan
Rice Brown And Wild Cooked Fat Added In Cooking,137.0,2.0,3.0,24.0,1.0,0.0,lunch,vegan
Broccoli Cooked From Frozen Made With Margarine,41.0,3.0,1.0,5.0,2.0,1.0,lunch,vegan
Peas And Carrots Cooked From Fresh Ns As To Fat Added In Cooking,76.0,3.0,2.0,11.0,4.0,4.0,lunch,vegan
Beans String Cooked From Frozen Ns As To Color Made With Oil,56.0,1.0,3.0,6.0,2.0,1.0,lunch,vegan
Frozen Margarita,122.0,0.0,0.0,16.0,0.0,16.0,lunch,vegan
Babyfood Fruit Apple And Blueberry Junior,62.0,0.0,0.0,16.0,1.0,8.0,lunch,vegan
Turnips Frozen Unprepared,16.0,1.0,0.0,2.0,1.0,6.0,lunch,vegan
Potato Tots From Fresh Fried Or Baked,236.0,1.0,15.0,24.0,2.0,0.0,lunch,vegan
Babyfood Gerber 2nd Foods Apple Carrot And Squash Organic,64.0,1.0,0.0,14.0,1.0,9.0,lunch,vegan
Tuna Light Canned In Water Without Salt Drained Solids,116.0,25.0,0.0,0.0,0.0,0.0,dinner,vegan
Grits Instant Made With Water Fat Added In Cooking,84.0,1.0,2.0,14.0,0.0,0.0,lunch,vegan
Tamarind Nectar Canned,57.0,0.0,0.0,14.0,0.0,12.0,lunch,vegan
Peas Green Cooked From Canned Made With Margarine,81.0,4.0,2.0,11.0,4.0,2.0,lunch,vegan
Alfredo Sauce With Seafood And Added Vegetables,119.0,6.0,9.0,2.0,0.0,1.0,lunch,vegan
Lima Beans Dry Cooked Ns As To Fat Added In Cooking,166.0,7.0,7.0,19.0,6.0,2.0,lunch,vegan
Witloof Chicory,17.0,0.0,0.0,4.0,3.0,6.0,lunch,vegan
Mousse Chocolate,209.0,4.0,14.0,16.0,0.0,15.0,snacks,vegan
Lima Beans Immature Seeds Frozen Baby Unprepared,132.0,7.0,0.0,25.0,6.0,6.0,lunch,vegan
Turnip Cooked From Canned Made With Oil,46.0,0.0,2.0,4.0,1.0,2.0,lunch,vegan
Orange Juice Frozen Concentrate Unsweetened Undiluted,148.0,2.0,0.0,35.0,1.0,29.0,snacks,vegan
Squash Summer Crookneck And Straightneck Frozen Cooked Boiled Drained With Salt,25.0,1.0,0.0,5.0,1.0,2.0,lunch,vegan
Bread Whole Wheat Made From Home Recipe Or Purchased At Bakery Toasted,272.0,10.0,4.0,52.0,7.0,3.0,break-fast,vegan
Broccoli Cooked From Fresh Made With Oil,59.0,2.0,3.0,6.0,3.0,1.0,lunch,vegan
Infant Formula Abbott Nutrition Similac Isomil Advance With Iron Powder Not Reconstituted,517.0,12.0,28.0,53.0,0.0,52.0,lunch,vegan
Tomatoes From Fresh Stewed,59.0,1.0,1.0,9.0,1.0,4.0,lunch,vegan
Rice With Beans,156.0,5.0,4.0,23.0,4.0,0.0,lunch,vegan
Snowpea Cooked From Fresh Made With Oil,65.0,3.0,2.0,6.0,2.0,3.0,lunch,vegan
Blueberries (Frozen),51.0,0.0,0.0,12.0,2.0,8.0,lunch,vegan
Corn Sweet White Frozen Kernels On Cob Cooked Boiled Drained Without Salt,94.0,3.0,0.0,22.0,2.0,6.0,snacks,vegan
Tomatillos,32.0,0.0,1.0,5.0,1.0,3.0,lunch,vegan
Infant Formula Gerber Good Start Protect Plus Ready-To-Feed,65.0,1.0,3.0,7.0,0.0,7.0,lunch,vegan
Babyfood Green Beans Dices Toddler,29.0,1.0,0.0,5.0,1.0,1.0,lunch,vegan
Romaine Lettuce Raw,19.0,1.0,0.0,3.0,3.0,0.0,lunch,vegan
Dried Peaches,239.0,3.0,0.0,61.0,8.0,41.0,lunch,vegan
Mango Nectar Canned,51.0,0.0,0.0,13.0,0.0,12.0,lunch,vegan
Black-Eyed Peas (Cowpeas),116.0,7.0,0.0,20.0,6.0,3.0,lunch,vegan
Broccoli Chinese Cooked From Frozen Made With Oil,64.0,1.0,5.0,3.0,2.0,0.0,lunch,vegan
Carob Flour,222.0,4.0,0.0,88.0,39.0,49.0,lunch,vegan
Goji Berries Dried,349.0,14.0,0.0,77.0,13.0,45.0,lunch,vegan
Cereal (Malt-O-Meal Crispy Rice),381.0,6.0,2.0,85.0,0.0,9.0,break-fast,vegan
Pineapple Canned Light Syrup Pack Solids And Liquids,52.0,0.0,0.0,13.0,0.0,12.0,snacks,vegan
Rolls Dinner Sweet,321.0,10.0,7.0,53.0,3.0,15.0,snacks,vegan
Tortillas Ready-To-Bake Or -Fry Whole Wheat,310.0,9.0,9.0,45.0,9.0,2.0,lunch,vegan
Ns As To Type Coated Baked Or Broiled Made With Margarine,199.0,19.0,7.0,12.0,0.0,1.0,lunch,vegan
Squash Winter Type Soup Home Recipe Canned Or Ready-To-Serve,39.0,0.0,2.0,4.0,1.0,1.0,lunch,vegan
Pretzels Soft From Frozen Cinnamon Sugar Coated,371.0,6.0,6.0,74.0,2.0,19.0,snacks,vegan
Granola Bar Kashi Tlc Bar Chewy Mixed Flavors,429.0,18.0,15.0,53.0,11.0,17.0,break-fast,vegan
Salad Dressing NFS For Sandwiches,594.0,0.0,64.0,3.0,0.0,2.0,lunch,vegan
Corn Sweet White Canned Whole Kernel Drained Solids,67.0,2.0,1.0,14.0,2.0,4.0,snacks,vegan
Snack Mix,501.0,7.0,25.0,62.0,3.0,1.0,snacks,vegan
Applebees Coleslaw,120.0,0.0,7.0,13.0,2.0,9.0,lunch,vegan
Rice Brown Medium-Grain Raw,362.0,7.0,2.0,76.0,3.0,6.0,lunch,vegan
Wendys French Fries,301.0,3.0,14.0,39.0,4.0,0.0,lunch,vegan
Bread Pita With Fruit Toasted,306.0,9.0,1.0,65.0,2.0,10.0,break-fast,vegan
Pompano Coated Fried,284.0,18.0,18.0,9.0,0.0,0.0,lunch,vegan
Rice With Stewed Beans Puerto Rican Style,137.0,3.0,3.0,23.0,1.0,0.0,lunch,vegan
Pumpkin Cooked From Fresh Ns As To Fat Added In Cooking,32.0,0.0,1.0,4.0,1.0,2.0,lunch,vegan
Yuca Fries,267.0,1.0,13.0,34.0,1.0,1.0,lunch,vegan
Coffee Instant Reconstituted,3.0,0.0,0.0,0.0,0.0,0.0,break-fast,vegan
Curry,70.0,4.0,2.0,6.0,1.0,1.0,lunch,vegan
Bread Black Toasted,275.0,9.0,3.0,52.0,7.0,0.0,break-fast,vegan
Oat Bran,246.0,17.0,7.0,66.0,15.0,1.0,lunch,vegan
Carrots,41.0,0.0,0.0,9.0,2.0,4.0,lunch,vegan
Plantains Green Fried,309.0,1.0,11.0,49.0,3.0,3.0,lunch,vegan
Fruit Ns As To Type,69.0,0.0,0.0,17.0,2.0,11.0,lunch,vegan
Continental Mills Krusteaz Almond Poppyseed Muffin Mix Artificially Flavored Dry,418.0,5.0,10.0,75.0,1.0,40.0,break-fast,vegan
Lime Juice,25.0,0.0,0.0,8.0,0.0,1.0,lunch,vegan
Yellow Mustard,60.0,3.0,3.0,5.0,4.0,0.0,lunch,vegan
Shark Mixed Species Raw,130.0,20.0,4.0,0.0,0.0,0.0,lunch,vegan
Pear Nectar Canned With Added Ascorbic Acid,60.0,0.0,0.0,15.0,0.0,15.0,lunch,vegan
Turnip Greens Cooked From Canned Ns As To Fat Added In Cooking,39.0,1.0,2.0,2.0,1.0,0.0,lunch,vegan
Babyfood Cereal With Egg Yolks Junior,52.0,1.0,1.0,7.0,0.0,6.0,break-fast,non-veg
Stewed Corned Beef Puerto Rican Style,195.0,13.0,11.0,10.0,1.0,0.0,lunch,non-veg
Lamb New Zealand Imported Frozen Leg Whole (Shank And Sirloin) Separable Lean And Fat Cooked Roasted,246.0,24.0,15.0,0.0,0.0,6.0,dinner,non-veg
Beef Rib Eye Small End (Ribs 10-12) Separable Lean And Fat Trimmed To 0 Inch Fat All Grades Cooked Broiled,249.0,27.0,14.0,0.0,0.0,0.0,lunch,non-veg
Beef Round Top Round Roast Boneless Separable Lean And Fat Trimmed To 0 Inch Fat Select Cooked Roasted,157.0,30.0,3.0,0.0,0.0,0.0,lunch,non-veg
Oatmeal Regular Or Quick Made With Milk Ns As To Fat Added In Cooking,126.0,5.0,4.0,15.0,1.0,5.0,break-fast,non-veg
Game Meat Horse Raw,133.0,21.0,4.0,0.0,0.0,6.0,lunch,non-veg
Beef Round Tip Round Separable Lean And Fat Trimmed To 1/8 Inch Fat Select Raw,178.0,19.0,10.0,0.0,0.0,0.0,lunch,non-veg
Low-Fat Milk 1%,42.0,3.0,0.0,4.0,0.0,5.0,lunch,non-veg
Digiorno Pizza Pepperoni Topping Cheese Stuffed Crust Frozen Baked,279.0,13.0,11.0,29.0,2.0,6.0,lunch,non-veg
Silk Vanilla Soy Yogurt (Single Serving Size),88.0,2.0,1.0,14.0,0.0,10.0,lunch,non-veg
Beef Rib Eye Steak Boneless Lip Off Separable Lean Only Trimmed To 0 Inch Fat All Grades Cooked Grilled,206.0,28.0,10.0,0.0,0.0,0.0,lunch,non-veg
Chimichanga With Chicken And Sour Cream,266.0,9.0,13.0,27.0,3.0,2.0,lunch,non-veg
Kfc Fried Chicken Extra Crispy Thigh Meat And Skin With Breading,309.0,17.0,22.0,10.0,1.0,6.0,lunch,non-veg
Pork Fresh Loin Blade (Chops) Bone-In Separable Lean And Fat Cooked Broiled,231.0,23.0,14.0,0.0,0.0,0.0,lunch,non-veg
Applebees Chicken Tenders Platter,297.0,19.0,16.0,17.0,1.0,0.0,lunch,non-veg
Pork Fresh Variety  And By-Products Pancreas Raw,199.0,18.0,13.0,0.0,0.0,6.0,lunch,non-veg
Lasagna With Meat And Spinach,197.0,13.0,9.0,12.0,1.0,1.0,lunch,non-veg
Beef Loin Top Loin Steak Boneless Lip-On Separable Lean Only Trimmed To 1/8 Inch Fat Select Cooked Grilled,184.0,29.0,7.0,0.0,0.0,0.0,lunch,non-veg
Rice Bowl With Chicken Frozen Entree Prepared (Includes Fried Teriyaki And Sweet And Sour Varieties),126.0,5.0,1.0,22.0,0.0,4.0,snacks,non-veg
Oysters Smoked,82.0,9.0,2.0,4.0,0.0,1.0,lunch,non-veg
Frankfurter Meat And Poultry Low Fat,121.0,15.0,2.0,8.0,0.0,0.0,lunch,non-veg
Cress Cooked From Canned Made With Butter,46.0,1.0,3.0,3.0,0.0,2.0,lunch,non-veg
Popcorn Ready-To-Eat Packaged Cheese Flavored Light,435.0,11.0,14.0,67.0,12.0,0.0,snacks,non-veg
Cooked King Mackerel,134.0,26.0,2.0,0.0,0.0,6.0,lunch,non-veg
Chicken Broilers Or Fryers Neck Meat And Skin Cooked Fried Flour,332.0,24.0,23.0,4.0,1.0,6.0,lunch,non-veg
Pork Ns As To Cut Breaded Or Floured Fried Lean And Fat Eaten,304.0,24.0,15.0,16.0,1.0,1.0,lunch,non-veg
Cookies Peanut Butter Refrigerated Dough Baked,503.0,9.0,27.0,57.0,1.0,6.0,snacks,non-veg
Beef Short Loin T-Bone Steak Separable Lean And Fat Trimmed To 1/8 Inch Fat Select Raw,215.0,20.0,14.0,0.0,0.0,0.0,lunch,non-veg
Beef Rib Eye Steak Bone-In Lip-On Separable Lean Only Trimmed To 1/8 Inch Fat Choice Cooked Grilled,229.0,27.0,13.0,0.0,0.0,0.0,lunch,non-veg
Potato Chips Cheese-Flavor,496.0,8.0,27.0,57.0,5.0,6.0,snacks,non-veg
Pork Chop Stewed Lean Only Eaten,164.0,29.0,4.0,0.0,0.0,0.0,lunch,non-veg
Beef Flank Steak Separable Lean Only Trimmed To 0 Inch Fat Choice Cooked Braised,237.0,28.0,13.0,0.0,0.0,0.0,lunch,non-veg
Margarine-Like Spread With Yogurt 70% Fat Stick With Salt,630.0,0.0,70.0,0.0,0.0,0.0,lunch,non-veg
Double Hamburger 2 Medium Patties Plain On Bun From Fast Food / Restaurant,290.0,19.0,16.0,13.0,0.0,1.0,lunch,non-veg
Monkfish Raw,76.0,14.0,1.0,0.0,0.0,6.0,lunch,non-veg
Emu Ground Raw,134.0,22.0,4.0,0.0,0.0,0.0,lunch,non-veg
Pork Cured Ham And Water Product Whole Boneless Separable Lean And Fat Unheated,117.0,14.0,4.0,4.0,0.0,4.0,lunch,non-veg
Roast Beef Sandwich With Cheese,326.0,18.0,19.0,17.0,0.0,2.0,lunch,non-veg
Halibut Baked Or Broiled Made With Cooking Spray,118.0,23.0,2.0,0.0,0.0,0.0,lunch,non-veg
Oscar Mayer Bologna (Beef),316.0,11.0,29.0,2.0,0.0,1.0,lunch,non-veg
Chicken Capons Meat And Skin And Giblets And Neck Cooked Roasted,226.0,28.0,11.0,0.0,0.0,6.0,lunch,non-veg
Quaker Instant Grits Ham N Cheese Flavor Dry,355.0,10.0,4.0,71.0,4.0,2.0,lunch,non-veg
Pork Roast Ns As To Cut Cooked Ns As To Fat Eaten,246.0,26.0,14.0,0.0,0.0,0.0,lunch,non-veg
Egg White Omelet Scrambled Or Fried With Cheese Meat And Vegetables Fat Added In Cooking,201.0,13.0,15.0,2.0,0.0,1.0,break-fast,non-veg
Veal Leg (Top Round) Separable Lean Only Cooked Pan-Fried Not Breaded,183.0,33.0,4.0,0.0,0.0,0.0,lunch,non-veg
Rice White With Vegetables Cheese And/or Cream Based Sauce Fat Added In Cooking,146.0,4.0,5.0,18.0,1.0,0.0,lunch,non-veg
Dehydrated Milk,496.0,26.0,26.0,38.0,0.0,38.0,lunch,non-veg
Chicken Nuggets From Frozen,298.0,13.0,19.0,17.0,1.0,0.0,lunch,non-veg
Frankfurter Or Hot Dog Sandwich Fat Free Plain On Wheat Bread,167.0,12.0,2.0,23.0,1.0,1.0,lunch,non-veg
Egg White Omelet Scrambled Or Fried With Cheese And Vegetables Ns As To Fat Added In Cooking,145.0,9.0,10.0,3.0,0.0,1.0,break-fast,non-veg
Ham Fresh Cooked Lean And Fat Eaten,271.0,26.0,17.0,0.0,0.0,0.0,lunch,non-veg
Potato French Fries With Chili And Cheese Fast Food / Restaurant,220.0,3.0,11.0,25.0,2.0,0.0,lunch,non-veg
Lamb New Zealand Imported Square-Cut Shoulder Separable Lean Only Cooked Slow Roasted,192.0,25.0,10.0,0.0,0.0,0.0,dinner,non-veg
Turnip Greens Cooked From Fresh Made With Butter,42.0,1.0,2.0,4.0,3.0,0.0,lunch,non-veg
Chicken Tenders Or Strips Breaded From Other Sources,262.0,17.0,13.0,16.0,1.0,0.0,lunch,non-veg
Chocolate Milk Made From Dry Mix With Fat Free Milk,57.0,3.0,0.0,10.0,0.0,9.0,snacks,non-veg
Chocolate-Flavor Beverage Mix Powder Prepared With Whole Milk,85.0,3.0,3.0,11.0,0.0,6.0,snacks,non-veg
Beef Ground 93% Lean Meat / 7% Fat Crumbles Cooked Pan-Browned,209.0,28.0,9.0,0.0,0.0,0.0,lunch,non-veg
Eggplant Cooked Boiled Drained With Salt,33.0,0.0,0.0,8.0,2.0,3.0,break-fast,non-veg
Chicken Noodle Dinner Baby Food Ns As To Strained Or Junior,60.0,2.0,1.0,8.0,1.0,1.0,lunch,non-veg
Cooked Halibut,111.0,22.0,1.0,0.0,0.0,0.0,lunch,non-veg
Roasted Pork Tenderloin,143.0,26.0,3.0,0.0,0.0,0.0,lunch,non-veg
Gelatin Dessert Dietetic With Fruit And Whipped Topping Sweetened With Low Calorie Sweetener,46.0,0.0,0.0,10.0,0.0,5.0,snacks,non-veg
Whale Bowhead Skin And Subcutaneous Fat (Muktuk) (Alaska Native),465.0,12.0,46.0,0.0,1.0,6.0,lunch,non-veg
Beans Lima Immature From Frozen Creamed Or With Cheese Sauce,125.0,6.0,4.0,15.0,3.0,1.0,lunch,non-veg
Beef Australian Imported Grass-Fed Rib Ribeye Steak/roast Lip-On Boneless Separable Lean Only Raw,160.0,21.0,8.0,0.0,0.0,0.0,lunch,non-veg
Beef Short Loin Porterhouse Steak Separable Lean Only Trimmed To 0 Inch Fat All Grades Cooked Broiled,212.0,26.0,11.0,0.0,0.0,0.0,lunch,non-veg
Pork Tenderloin Baked,154.0,26.0,4.0,0.0,0.0,0.0,lunch,non-veg
Peanut Butter And Jelly Sandwich With Reduced Fat Peanut Butter Regular Jelly On White Bread,339.0,12.0,11.0,49.0,3.0,14.0,lunch,non-veg
Chicken Leg Drumstick And Thigh Baked Or Broiled Skin Not Eaten,168.0,24.0,7.0,0.0,0.0,0.0,lunch,non-veg
Milk Lowfat Fluid 1% Milkfat Protein Fortified With Added Vitamin A And Vitamin D,48.0,3.0,1.0,5.0,0.0,6.0,lunch,non-veg
Chicken Fillet Breaded Fried Sandwich With Cheese Lettuce Tomato And Spread,286.0,11.0,15.0,25.0,1.0,3.0,lunch,non-veg
Game Meat Bison Shoulder Clod Separable Lean Only Trimmed To 0 Inch Fat Raw,109.0,21.0,2.0,0.0,1.0,6.0,lunch,non-veg
Hormel Always Tender Boneless Pork Loin Fresh Pork,145.0,19.0,7.0,0.0,1.0,0.0,lunch,non-veg
Soup Bean With Frankfurters Canned Condensed,142.0,7.0,5.0,16.0,4.0,6.0,lunch,non-veg
Beef Top Loin Filet Boneless Separable Lean And Fat Trimmed To 1/8 Inch Fat All Grades Cooked Grilled,239.0,27.0,14.0,0.0,0.0,0.0,lunch,non-veg
Potatoes Mashed Dehydrated Prepared From Flakes Without Milk Whole Milk And Margarine Added,113.0,1.0,5.0,15.0,2.0,6.0,lunch,non-veg
Beef Shoulder Steak Boneless Separable Lean Only Trimmed To 0 Inch Fat All Grades Cooked Grilled,175.0,28.0,5.0,0.0,0.0,0.0,lunch,non-veg
Cheeseburger 1 Medium Patty With Condiments On Wheat Bun,228.0,14.0,12.0,14.0,1.0,2.0,lunch,non-veg
Puerto Rican Seasoning With Ham And Tomato Sauce,174.0,5.0,14.0,5.0,1.0,2.0,lunch,non-veg
Lamb Domestic Shoulder Arm Separable Lean Only Trimmed To 1/4 Inch Fat Choice Cooked Broiled,200.0,27.0,9.0,0.0,0.0,6.0,dinner,non-veg
Beef Short Loin T-Bone Steak Separable Lean And Fat Trimmed To 1/8 Inch Fat All Grades Cooked Grilled,289.0,24.0,20.0,0.0,0.0,0.0,lunch,non-veg
Broiled Sirloin Strip Steak,212.0,29.0,9.0,0.0,0.0,0.0,lunch,non-veg
Milk Fluid 1% Fat Without Added Vitamin A And Vitamin D,42.0,3.0,0.0,4.0,0.0,5.0,lunch,non-veg
Burrito With Meat Beans Rice And Sour Cream,219.0,9.0,12.0,16.0,2.0,1.0,lunch,non-veg
Rice White With Cheese And/or Cream Based Sauce Fat Added In Cooking,166.0,5.0,6.0,20.0,0.0,0.0,lunch,non-veg
Turkey Or Chicken Burger With Condiments On Wheat Bun,185.0,15.0,7.0,15.0,1.0,2.0,lunch,non-veg
Tilapia Baked Or Broiled Made With Oil,150.0,24.0,5.0,0.0,0.0,0.0,dinner,non-veg
Chicken Or Turkey Soup Cream Of Canned Reduced Sodium Made With Water,29.0,0.0,0.0,4.0,0.0,0.0,lunch,non-veg
Turnover Meat-Filled With Gravy,249.0,9.0,15.0,17.0,0.0,0.0,lunch,non-veg
Egg Omelet Or Scrambled Egg With Vegetables Other Than Dark Green And/or Tomatoes Ns As To Fat Added In Cooking,155.0,8.0,12.0,3.0,0.0,2.0,break-fast,non-veg
Tomato Soup Cream Of Prepared With Milk,58.0,2.0,1.0,10.0,0.0,6.0,lunch,non-veg
Pie Lemon Not Cream Or Meringue,384.0,5.0,15.0,57.0,0.0,36.0,snacks,non-veg
Beef Round Bottom Round Steak Separable Lean And Fat Trimmed To 1/8 Inch Fat All Grades Raw,192.0,20.0,11.0,0.0,0.0,0.0,lunch,non-veg
Veal Loin Separable Lean And Fat Cooked Braised,284.0,30.0,17.0,0.0,0.0,0.0,lunch,non-veg
Pork Cured Shoulder Arm Picnic Separable Lean And Fat Roasted,280.0,20.0,21.0,0.0,0.0,0.0,lunch,non-veg
Yogurt Parfait Lowfat With Fruit And Granola,84.0,3.0,1.0,15.0,1.0,11.0,break-fast,non-veg
Cooked Collards,33.0,2.0,0.0,5.0,4.0,0.0,lunch,non-veg
Beef Rib Eye Roast Boneless Lip-On Separable Lean And Fat Trimmed To 1/8 Inch Fat Select Cooked Roasted,277.0,24.0,19.0,0.0,0.0,0.0,lunch,non-veg
Beef Chuck Arm Pot Roast Separable Lean Only Trimmed To 1/8 Inch Fat Choice Raw,139.0,21.0,5.0,0.0,0.0,0.0,lunch,non-veg
Lamb Variety  And By-Products Kidneys Cooked Braised,137.0,23.0,3.0,0.0,0.0,6.0,dinner,non-veg
Lamb Domestic Shoulder Whole (Arm And Blade) Separable Lean And Fat Trimmed To 1/8 Inch Fat Choice Cooked Braised,338.0,29.0,23.0,0.0,0.0,6.0,dinner,non-veg
Pork Fresh Loin Center Rib (Roasts) Bone-In Separable Lean And Fat Cooked Roasted,248.0,26.0,14.0,0.0,0.0,0.0,lunch,non-veg
Ham Chopped Not Canned,221.0,16.0,16.0,0.0,0.0,5.0,lunch,non-veg
Pork Fresh Carcass Separable Lean And Fat Raw,376.0,13.0,35.0,0.0,0.0,0.0,lunch,non-veg
Beef Brisket Point Half Separable Lean Only Trimmed To 0 Inch Fat All Grades Cooked Braised,244.0,28.0,13.0,0.0,0.0,0.0,lunch,non-veg
Salmon Coho Wild Raw,146.0,21.0,5.0,0.0,0.0,0.0,dinner,non-veg
Coffee Substitute Cereal Grain Beverage Powder Prepared With Whole Milk,65.0,3.0,3.0,5.0,0.0,6.0,break-fast,non-veg
Meat With Tomato-Based Sauce,149.0,21.0,6.0,1.0,0.0,1.0,lunch,non-veg
Gravy Meat Or Poultry Low Sodium Prepared,53.0,3.0,2.0,6.0,0.0,0.0,lunch,non-veg
Chicken Or Turkey And Corn Hominy Soup  Home Recipe Mexican Style,75.0,7.0,2.0,5.0,0.0,1.0,lunch,non-veg
TGI Fridays Fridays Shrimp Breaded,302.0,11.0,19.0,20.0,1.0,6.0,lunch,non-veg
Milk Canned Evaporated With Added Vitamin A,134.0,6.0,7.0,10.0,0.0,6.0,lunch,non-veg
Babyfood Dessert Custard Pudding Vanilla Junior,86.0,1.0,0.0,17.0,0.0,12.0,snacks,non-veg
Crackers Sandwich-Type Peanut Butter Filled Reduced Fat,437.0,8.0,16.0,63.0,2.0,11.0,lunch,non-veg
Chicken Fried With Potatoes Vegetable Dessert Frozen Meal Large Meat Portion,211.0,11.0,10.0,18.0,1.0,5.0,snacks,non-veg
Chicken Stewing Giblets Cooked Simmered,194.0,25.0,9.0,0.0,0.0,6.0,lunch,non-veg
Beef Round Full Cut Separable Lean Only Trimmed To 1/4 Inch Fat Select Cooked Broiled,172.0,29.0,5.0,0.0,0.0,6.0,lunch,non-veg
Cooked Coho Salmon (Wild Moist Heat),184.0,27.0,7.0,0.0,0.0,6.0,dinner,non-veg
Lamb Domestic Shoulder Whole (Arm And Blade) Separable Lean And Fat Trimmed To 1/4 Inch Fat Choice Cooked Braised,344.0,28.0,24.0,0.0,0.0,6.0,dinner,non-veg
Chicken In Cream Sauce With Noodles And Vegetable Frozen Meal,129.0,8.0,4.0,13.0,1.0,1.0,lunch,non-veg
Restaurant Latino Tripe Soup,74.0,8.0,2.0,4.0,1.0,6.0,lunch,non-veg
Eggplant And Meat Casserole,98.0,7.0,5.0,5.0,1.0,2.0,break-fast,non-veg
Salmon Coated Baked Or Broiled Made With Butter,227.0,21.0,9.0,12.0,0.0,1.0,dinner,non-veg
Beans String Cooked From Frozen Ns As To Color Made With Butter,51.0,1.0,2.0,6.0,2.0,1.0,lunch,non-veg
Beef Chuck Arm Pot Roast Separable Lean Only Trimmed To 1/8 Inch Fat All Grades Raw,132.0,22.0,4.0,0.0,0.0,0.0,lunch,non-veg
Abbott Eas Whey Protein Powder,385.0,66.0,5.0,17.0,0.0,5.0,lunch,non-veg
Frankfurter Or Hot Dog Sandwich Beef Plain On Whole Wheat Bread,301.0,12.0,19.0,18.0,2.0,2.0,lunch,non-veg
Game Meat Raccoon Cooked Roasted,255.0,29.0,14.0,0.0,0.0,0.0,lunch,non-veg
Gelatin Dessert Dietetic With Sour Cream Sweetened With Low Calorie Sweetener,47.0,1.0,2.0,4.0,0.0,0.0,snacks,non-veg
Chicken Breast Baked Coated Skin / Coating Eaten,207.0,23.0,9.0,3.0,0.0,0.0,dinner,non-veg
Potato Scalloped From Fresh With Meat,173.0,7.0,10.0,13.0,0.0,2.0,lunch,non-veg
"Chicken ""wings"" With Hot Sauce From Other Sources",264.0,17.0,19.0,5.0,0.0,2.0,lunch,non-veg
Beef Short Loin T-Bone Steak Separable Lean And Fat Trimmed To 1/8 Inch Fat All Grades Raw,223.0,20.0,15.0,0.0,0.0,0.0,lunch,non-veg
Beef Tenderloin Steak Separable Lean Only Trimmed To 1/8 Inch Fat Select Cooked Broiled,194.0,29.0,7.0,0.0,0.0,0.0,lunch,non-veg
Pork Leg Sirloin Tip Roast Boneless Separable Lean And Fat Cooked Braised,156.0,31.0,2.0,0.0,0.0,0.0,lunch,non-veg
Beef Ns As To Cut Cooked Lean Only Eaten,184.0,29.0,6.0,0.0,0.0,0.0,lunch,non-veg
Salmon Chinook Cooked Dry Heat,231.0,25.0,13.0,0.0,0.0,6.0,dinner,non-veg
